id,text,topic,sentiment,urgency,routing
337,Leadership keeps changing the rollout with no explanation.,management,neutral,medium,HR
156,I was put on back-to-back nights and days unexpectedly.,scheduling,neutral,medium,Scheduling
100,My shift was moved without notice on the schedule.,scheduling,neutral,medium,Scheduling
866,Assignments are uneven; my side had all new admissions. broke,patient_load,negative,medium,UnitManager
262,Overtime rate looks incorrect on this pay period. unpaid,pay,negative,medium,Payroll
582,The LMS module on sepsis screening was actually helpful—thank you.,training,positive,low,HR
1576,Break room microwave is broken again. problem,other,negative,low,UnitManager
1565,Parking is chaotic during shift change.,other,neutral,low,UnitManager
643,Visitation rules were updated; please provide the latest version. went smoothly,policies,positive,low,HR
568,We need refreshers for contrast allergy protocols. went smoothly,training,positive,low,HR
549,We need refreshers for contrast allergy protocols.,training,positive,low,HR
770,New barcode step adds clicks without improving safety. again,workflow,negative,medium,UnitManager
1325,A coworker keeps taking my assigned patients without asking. unpaid,coworker_conflict,negative,medium,UnitManager
878,Assignments are uneven; my side had all new admissions.,patient_load,negative,medium,UnitManager
1153,We didn't get the update about the new triage flow.,communication,neutral,low,UnitManager
621,The LMS module on sepsis screening was actually helpful—thank you. works well,training,positive,low,HR
338,Leadership keeps changing the rollout with no explanation. kudos,management,positive,low,HR
542,We need refreshers for contrast allergy protocols. thank you,training,positive,low,HR
1220,My supervisor ignored the incident report I filed.,supervisor_behavior,neutral,medium,HR
379,Oxygen alarm failed and no one was alerted. won't,safety,negative,high,Safety
994,I was harassed by a coworker in the break room.,harassment,negative,high,HR
1469,The float nurse showed great teamwork and communication.,professionalism,positive,low,UnitManager
566,We need refreshers for contrast allergy protocols.,training,neutral,low,HR
1109,We didn't get the update about the new triage flow.,communication,negative,medium,UnitManager
565,Could we get hands-on time with the new EHR features? improved,training,positive,low,HR
971,I'm overwhelmed even after the shift ends.,burnout,neutral,medium,UnitManager
395,Oxygen alarm failed and no one was alerted. won't,safety,negative,high,Safety
311,The director canceled our huddle without telling the unit. great support,management,positive,low,HR
130,My shift was moved without notice on the schedule.,scheduling,neutral,medium,Scheduling
1046,I was harassed by a coworker in the break room.,harassment,neutral,high,HR
413,Panic button didn't work during an incident with a combative visitor. urgent,safety,negative,high,Safety
457,One glucometer keeps throwing an error code 3. broken,equipment,negative,medium,UnitManager
849,My pod keeps getting high acuity without help.,patient_load,negative,medium,UnitManager
1256,My supervisor ignored the incident report I filed. missing,supervisor_behavior,negative,medium,HR
1552,My badge reader works only on the second try.,other,neutral,low,UnitManager
180,My shift was moved without notice on the schedule.,scheduling,negative,medium,Scheduling
1485,The float nurse showed great teamwork and communication. much better,professionalism,positive,low,UnitManager
844,My pod keeps getting high acuity without help.,patient_load,neutral,medium,UnitManager
1321,There was an argument in the med room that disrupted care. again,coworker_conflict,negative,medium,UnitManager
556,We need refreshers for contrast allergy protocols. went smoothly,training,positive,low,HR
1094,We didn't get the update about the new triage flow. improved,communication,positive,low,UnitManager
1506,Rounds were efficient and respectful today. kudos,professionalism,positive,low,UnitManager
1228,Supervisor plays favorites on shift assignments.,supervisor_behavior,neutral,medium,HR
1271,We can't agree on who handles admissions.,coworker_conflict,negative,medium,UnitManager
1394,I was passed over for an assignment due to my accent. missing,discrimination,negative,high,HR
1214,My supervisor dismissed my concerns in front of the team.,supervisor_behavior,neutral,medium,HR
1067,A patient's family member keeps sending threatening messages. missing,harassment,negative,high,HR
1227,My supervisor ignored the incident report I filed.,supervisor_behavior,negative,medium,HR
1105,We didn't get the update about the new triage flow. unpaid,communication,negative,medium,UnitManager
312,Management announced changes during lunch with no Q&A. frustrated,management,negative,medium,HR
1107,Nobody told us the clinic was closing early. broken,communication,negative,medium,UnitManager
1157,No one replied on the group thread about supplies.,communication,negative,medium,UnitManager
801,The handoff template is missing fields we actually use. again,workflow,negative,medium,UnitManager
62,Charge nurse floated again due to lack of coverage. pleased,staffing,positive,low,UnitManager
1235,My supervisor ignored the incident report I filed.,supervisor_behavior,neutral,medium,HR
1366,Comments were made about my background that felt discriminatory. can't,discrimination,negative,high,HR
147,I was put on back-to-back nights and days unexpectedly. won't,scheduling,negative,medium,Scheduling
1536,The vending machines keep eating our money. concerned,other,negative,low,UnitManager
1540,Parking is chaotic during shift change.,other,positive,low,UnitManager
19,Overtime requests keep coming because the roster is thin. great support,staffing,positive,low,UnitManager
865,My pod keeps getting high acuity without help.,patient_load,negative,medium,UnitManager
1071,I was harassed by a coworker in the break room. angry,harassment,negative,high,HR
43,Overtime requests keep coming because the roster is thin. worried,staffing,negative,low,UnitManager
1400,I was passed over for an assignment due to my accent. worried,discrimination,negative,high,HR
480,The IV pump failed calibration mid-infusion.,equipment,negative,medium,UnitManager
595,The LMS module on sepsis screening was actually helpful—thank you. kudos,training,positive,low,HR
1202,Supervisor plays favorites on shift assignments.,supervisor_behavior,negative,medium,HR
745,New barcode step adds clicks without improving safety. broke,workflow,negative,medium,UnitManager
840,My pod keeps getting high acuity without help. urgent,patient_load,negative,medium,UnitManager
140,My shift was moved without notice on the schedule.,scheduling,positive,low,Scheduling
1467,The float nurse showed great teamwork and communication. much better,professionalism,positive,low,UnitManager
835,Census is up and we don't have float support. missing,patient_load,negative,medium,UnitManager
527,The lift is out of service again and the sign-in sheet is full.,equipment,negative,medium,UnitManager
1592,Parking is chaotic during shift change.,other,positive,low,UnitManager
1045,Someone spread rumors and made me feel unsafe at work.,harassment,negative,high,HR
1087,We didn't get the update about the new triage flow.,communication,negative,medium,UnitManager
179,I was put on back-to-back nights and days unexpectedly. appreciate,scheduling,positive,low,Scheduling
1706,The outpatient clinic was quiet today and nothing unusual happened.,other,positive,low,UnitManager
114,The posted schedule doesn't match the app.,scheduling,neutral,medium,Scheduling
592,I'd like more training on the new wound vac device.,training,positive,low,HR
1664,Management told us to float without addressing safety concerns.,management,negative,medium,HR
1380,I believe I received fewer training opportunities due to bias. late,discrimination,negative,high,HR
1518,Appreciate the calm leadership during the downtime. pleased,professionalism,positive,low,UnitManager
1318,A colleague undermines me in front of patients. broke,coworker_conflict,negative,medium,UnitManager
1156,Nobody told us the clinic was closing early. unsafe,communication,negative,medium,UnitManager
906,Morale is low; people are talking about leaving.,burnout,negative,medium,UnitManager
1491,The float nurse showed great teamwork and communication. pleased,professionalism,positive,low,UnitManager
641,"Per policy, we're supposed to double-check insulin with a second nurse. went smoothly",policies,positive,low,HR
1152,We didn't get the update about the new triage flow. angry,communication,negative,medium,UnitManager
276,Leadership wants us to double chart temporarily. went smoothly,management,positive,low,HR
348,Management announced changes during lunch with no Q&A.,management,positive,low,HR
1456,Team handled a tough code with excellent professionalism—kudos. kudos,professionalism,positive,low,UnitManager
1332,We can't agree on who handles admissions. went smoothly,coworker_conflict,positive,low,UnitManager
192,My paycheck is missing my weekend differential.,pay,neutral,medium,Payroll
589,I'd like more training on the new wound vac device. improved,training,positive,low,HR
1036,A visitor made repeated inappropriate comments to me.,harassment,negative,high,HR
392,Sharps were left unattended in the triage bay. missing,safety,negative,high,Safety
628,I'd like more training on the new wound vac device.,training,neutral,low,HR
1135,No one replied on the group thread about supplies.,communication,positive,low,UnitManager
45,We were short two CNAs on nights and I had to cover extra rooms. went smoothly,staffing,positive,low,UnitManager
798,The handoff template is missing fields we actually use.,workflow,negative,medium,UnitManager
1310,There was an argument in the med room that disrupted care. won't,coworker_conflict,negative,medium,UnitManager
1242,My supervisor dismissed my concerns in front of the team. urgent,supervisor_behavior,negative,medium,HR
1334,We can't agree on who handles admissions.,coworker_conflict,neutral,medium,UnitManager
1205,Charge nurse raised their voice at me during rounds.,supervisor_behavior,neutral,medium,HR
1408,I believe I received fewer training opportunities due to bias. again,discrimination,negative,high,HR
289,The director canceled our huddle without telling the unit. late,management,negative,medium,HR
332,The director canceled our huddle without telling the unit. late,management,negative,medium,HR
1454,Team handled a tough code with excellent professionalism—kudos. much better,professionalism,positive,low,UnitManager
949,I'm overwhelmed even after the shift ends. unpaid,burnout,negative,medium,UnitManager
659,Visitation rules were updated; please provide the latest version. great support,policies,positive,low,HR
620,The LMS module on sepsis screening was actually helpful—thank you. went smoothly,training,positive,low,HR
1114,We didn't get the update about the new triage flow.,communication,negative,medium,UnitManager
897,I had 7 patients on days including two total cares. problem,patient_load,negative,medium,UnitManager
204,My W-2 has an error with my address. kudos,pay,positive,low,Payroll
1303,There was an argument in the med room that disrupted care. went smoothly,coworker_conflict,positive,low,UnitManager
104,The posted schedule doesn't match the app.,scheduling,positive,low,Scheduling
727,The handoff template is missing fields we actually use.,workflow,negative,medium,UnitManager
1026,A patient's family member keeps sending threatening messages. again,harassment,negative,high,HR
567,I'd like more training on the new wound vac device. works well,training,positive,low,HR
1603,Break room microwave is broken again. late,other,negative,low,UnitManager
365,Sharps were left unattended in the triage bay. can't,safety,negative,high,Safety
799,The charting steps doubled after the update; forms feel redundant. broke,workflow,negative,medium,UnitManager
1414,I was passed over for an assignment due to my accent.,discrimination,negative,high,HR
1261,There was an argument in the med room that disrupted care. much better,coworker_conflict,positive,low,UnitManager
121,I can't swap my Friday even though policy says I can request. improved,scheduling,positive,low,Scheduling
786,The handoff template is missing fields we actually use. unsafe,workflow,negative,medium,UnitManager
1693,The charting took forever after the update.,workflow,negative,medium,UnitManager
1625,The timecard tool is confusing to submit approvals.,workflow,negative,medium,UnitManager
1287,A coworker keeps taking my assigned patients without asking.,coworker_conflict,positive,low,UnitManager
869,Census is up and we don't have float support. concerned,patient_load,negative,medium,UnitManager
48,Charge nurse floated again due to lack of coverage.,staffing,positive,low,UnitManager
466,The portable monitor battery won't hold a charge. broke,equipment,negative,medium,UnitManager
350,The director canceled our huddle without telling the unit. unpaid,management,negative,medium,HR
1496,Rounds were efficient and respectful today.,professionalism,positive,low,UnitManager
772,The discharge checklist is too long and duplicates the summary. missing,workflow,negative,medium,UnitManager
1351,I'm being treated differently because of my religion.,discrimination,negative,high,HR
1319,We can't agree on who handles admissions. works well,coworker_conflict,positive,low,UnitManager
248,My paycheck is missing my weekend differential. pleased,pay,positive,low,Payroll
1495,The float nurse showed great teamwork and communication.,professionalism,positive,low,UnitManager
1160,Nobody told us the clinic was closing early. went smoothly,communication,positive,low,UnitManager
1075,Someone spread rumors and made me feel unsafe at work.,harassment,negative,high,HR
1322,A colleague undermines me in front of patients. much better,coworker_conflict,positive,low,UnitManager
645,New float policy says we can refuse unsafe assignments.,policies,negative,medium,HR
1596,Break room microwave is broken again. didn't work,other,negative,low,UnitManager
81,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
541,We need refreshers for contrast allergy protocols. thank you,training,positive,low,HR
887,My pod keeps getting high acuity without help. won't,patient_load,negative,medium,UnitManager
1116,Nobody told us the clinic was closing early. frustrated,communication,negative,medium,UnitManager
1093,We didn't get the update about the new triage flow.,communication,neutral,low,UnitManager
1222,My supervisor dismissed my concerns in front of the team. frustrated,supervisor_behavior,negative,medium,HR
24,Overtime requests keep coming because the roster is thin. can't,staffing,negative,low,UnitManager
1393,Comments were made about my background that felt discriminatory.,discrimination,neutral,high,HR
587,Could we get hands-on time with the new EHR features? much better,training,positive,low,HR
1189,Charge nurse raised their voice at me during rounds.,supervisor_behavior,neutral,medium,HR
674,"Per policy, we're supposed to double-check insulin with a second nurse.",policies,neutral,low,HR
670,Visitation rules were updated; please provide the latest version.,policies,positive,low,HR
580,I'd like more training on the new wound vac device. much better,training,positive,low,HR
969,I'm exhausted and dreading coming in again.,burnout,negative,medium,UnitManager
763,New barcode step adds clicks without improving safety. issue,workflow,negative,medium,UnitManager
715,Visitation rules were updated; please provide the latest version.,policies,neutral,low,HR
56,New hires keep dropping; staffing remains tight on weekends.,staffing,neutral,low,UnitManager
808,The discharge checklist is too long and duplicates the summary. didn't work,workflow,negative,medium,UnitManager
1390,I was passed over for an assignment due to my accent. broke,discrimination,negative,high,HR
1095,The shift report missed critical details again. missing,communication,negative,medium,UnitManager
694,The PPE reuse rule changed but we haven't seen the updated policy.,policies,negative,medium,HR
1386,Comments were made about my background that felt discriminatory. annoyed,discrimination,negative,high,HR
807,The charting steps doubled after the update; forms feel redundant. broke,workflow,negative,medium,UnitManager
287,Leadership keeps changing the rollout with no explanation.,management,neutral,medium,HR
845,Assignments are uneven; my side had all new admissions. unpaid,patient_load,negative,medium,UnitManager
299,Leadership keeps changing the rollout with no explanation.,management,neutral,medium,HR
1053,A visitor made repeated inappropriate comments to me. broke,harassment,negative,high,HR
613,The LMS module on sepsis screening was actually helpful—thank you. went smoothly,training,positive,low,HR
335,Management announced changes during lunch with no Q&A.,management,positive,low,HR
1054,A visitor made repeated inappropriate comments to me. frustrated,harassment,negative,high,HR
1213,Supervisor plays favorites on shift assignments. much better,supervisor_behavior,positive,low,HR
1123,Nobody told us the clinic was closing early. broken,communication,negative,medium,UnitManager
843,Census is up and we don't have float support.,patient_load,negative,medium,UnitManager
112,The posted schedule doesn't match the app. went smoothly,scheduling,positive,low,Scheduling
217,Overtime rate looks incorrect on this pay period.,pay,neutral,medium,Payroll
94,The posted schedule doesn't match the app. urgent,scheduling,negative,medium,Scheduling
1281,A coworker keeps taking my assigned patients without asking. kudos,coworker_conflict,positive,low,UnitManager
1148,The shift report missed critical details again. worried,communication,negative,medium,UnitManager
191,My paycheck is missing my weekend differential. kudos,pay,positive,low,Payroll
444,Oxygen alarm failed and no one was alerted.,safety,negative,high,Safety
766,The discharge checklist is too long and duplicates the summary. issue,workflow,negative,medium,UnitManager
728,New barcode step adds clicks without improving safety. issue,workflow,negative,medium,UnitManager
690,"Per policy, we're supposed to double-check insulin with a second nurse.",policies,neutral,low,HR
3,We were short two CNAs on nights and I had to cover extra rooms. appreciate,staffing,positive,low,UnitManager
272,Leadership wants us to double chart temporarily. won't,management,negative,medium,HR
557,The LMS module on sepsis screening was actually helpful—thank you. thank you,training,positive,low,HR
1684,Leadership changed practice without updating the written policy.,management,negative,medium,HR
1698,My timecard shows the wrong overtime rate.,pay,negative,medium,Payroll
345,The director canceled our huddle without telling the unit.,management,neutral,medium,HR
1259,My supervisor dismissed my concerns in front of the team.,supervisor_behavior,neutral,medium,HR
182,Direct deposit didn't hit this morning. late,pay,negative,medium,Payroll
1062,A visitor made repeated inappropriate comments to me.,harassment,neutral,high,HR
975,Morale is low; people are talking about leaving. worried,burnout,negative,medium,UnitManager
1446,Rounds were efficient and respectful today. resolved,professionalism,positive,low,UnitManager
540,One glucometer keeps throwing an error code 3.,equipment,neutral,low,UnitManager
1657,The charting took forever after the update.,workflow,negative,medium,UnitManager
472,The portable monitor battery won't hold a charge.,equipment,negative,medium,UnitManager
1198,Charge nurse raised their voice at me during rounds.,supervisor_behavior,neutral,medium,HR
1068,A visitor made repeated inappropriate comments to me. didn't work,harassment,negative,high,HR
1505,Team handled a tough code with excellent professionalism—kudos. great support,professionalism,positive,low,UnitManager
936,I'm exhausted and dreading coming in again. missing,burnout,negative,medium,UnitManager
907,I'm overwhelmed even after the shift ends. urgent,burnout,negative,medium,UnitManager
132,I can't swap my Friday even though policy says I can request.,scheduling,neutral,medium,Scheduling
139,My shift was moved without notice on the schedule.,scheduling,neutral,medium,Scheduling
846,Census is up and we don't have float support.,patient_load,negative,medium,UnitManager
1388,I was passed over for an assignment due to my accent. unsafe,discrimination,negative,high,HR
1250,My supervisor dismissed my concerns in front of the team. kudos,supervisor_behavior,positive,low,HR
1653,A coworker keeps interrupting my patient education sessions.,coworker_conflict,negative,medium,UnitManager
699,New float policy says we can refuse unsafe assignments.,policies,neutral,low,HR
342,Leadership keeps changing the rollout with no explanation. great support,management,positive,low,HR
538,The lift is out of service again and the sign-in sheet is full. frustrated,equipment,negative,medium,UnitManager
939,I'm overwhelmed even after the shift ends. worried,burnout,negative,medium,UnitManager
181,Overtime rate looks incorrect on this pay period. thank you,pay,positive,low,Payroll
257,Direct deposit didn't hit this morning. broken,pay,negative,medium,Payroll
661,The PPE reuse rule changed but we haven't seen the updated policy.,policies,neutral,low,HR
944,I'm overwhelmed even after the shift ends. late,burnout,negative,medium,UnitManager
1274,A colleague undermines me in front of patients. broken,coworker_conflict,negative,medium,UnitManager
436,Panic button didn't work during an incident with a combative visitor. again,safety,negative,high,Safety
50,Overtime requests keep coming because the roster is thin. again,staffing,negative,low,UnitManager
925,I can't keep skipping breaks—this is burning me out.,burnout,neutral,medium,UnitManager
374,Sharps were left unattended in the triage bay.,safety,negative,high,Safety
793,The discharge checklist is too long and duplicates the summary.,workflow,negative,medium,UnitManager
159,I can't swap my Friday even though policy says I can request.,scheduling,neutral,medium,Scheduling
406,Oxygen alarm failed and no one was alerted. problem,safety,negative,high,Safety
487,One glucometer keeps throwing an error code 3.,equipment,negative,medium,UnitManager
874,Assignments are uneven; my side had all new admissions. issue,patient_load,negative,medium,UnitManager
414,Panic button didn't work during an incident with a combative visitor. can't,safety,negative,high,Safety
1513,Rounds were efficient and respectful today. pleased,professionalism,positive,low,UnitManager
1666,Leadership changed practice without updating the written policy.,management,negative,medium,HR
1525,Team handled a tough code with excellent professionalism—kudos.,professionalism,neutral,low,UnitManager
1397,I believe I received fewer training opportunities due to bias. annoyed,discrimination,negative,high,HR
1338,A coworker keeps taking my assigned patients without asking.,coworker_conflict,neutral,medium,UnitManager
341,The director canceled our huddle without telling the unit. broken,management,negative,medium,HR
1472,Team handled a tough code with excellent professionalism—kudos. resolved,professionalism,positive,low,UnitManager
1421,I'm being treated differently because of my religion.,discrimination,neutral,high,HR
898,My pod keeps getting high acuity without help.,patient_load,neutral,medium,UnitManager
135,The posted schedule doesn't match the app. unpaid,scheduling,negative,medium,Scheduling
455,The portable monitor battery won't hold a charge. didn't work,equipment,negative,medium,UnitManager
1392,I believe I received fewer training opportunities due to bias. angry,discrimination,negative,high,HR
602,The LMS module on sepsis screening was actually helpful—thank you. appreciate,training,positive,low,HR
1650,The weekend schedule was posted late and conflicts with my availability.,scheduling,negative,medium,Scheduling
623,Could we get hands-on time with the new EHR features? improved,training,positive,low,HR
1689,A coworker keeps interrupting my patient education sessions.,coworker_conflict,negative,medium,UnitManager
218,Overtime rate looks incorrect on this pay period. went smoothly,pay,positive,low,Payroll
450,Sharps were left unattended in the triage bay.,safety,negative,high,Safety
1561,Break room microwave is broken again.,other,positive,low,UnitManager
1196,Charge nurse raised their voice at me during rounds. angry,supervisor_behavior,negative,medium,HR
1200,My supervisor ignored the incident report I filed. unsafe,supervisor_behavior,negative,medium,HR
160,I was put on back-to-back nights and days unexpectedly. much better,scheduling,positive,low,Scheduling
744,The charting steps doubled after the update; forms feel redundant. unpaid,workflow,negative,medium,UnitManager
1106,Nobody told us the clinic was closing early. appreciate,communication,positive,low,UnitManager
458,One glucometer keeps throwing an error code 3.,equipment,negative,medium,UnitManager
283,Management announced changes during lunch with no Q&A.,management,neutral,medium,HR
1344,A colleague undermines me in front of patients.,coworker_conflict,negative,medium,UnitManager
1682,Management told us to float without addressing safety concerns.,management,negative,medium,HR
935,I'm overwhelmed even after the shift ends. concerned,burnout,negative,medium,UnitManager
1077,I was harassed by a coworker in the break room. unpaid,harassment,negative,high,HR
548,We need refreshers for contrast allergy protocols. appreciate,training,positive,low,HR
1579,Parking is chaotic during shift change.,other,positive,low,UnitManager
627,Could we get hands-on time with the new EHR features? resolved,training,positive,low,HR
351,Leadership keeps changing the rollout with no explanation.,management,neutral,medium,HR
421,Oxygen alarm failed and no one was alerted.,safety,negative,high,Safety
660,"Per policy, we're supposed to double-check insulin with a second nurse. resolved",policies,positive,low,HR
1502,The float nurse showed great teamwork and communication. resolved,professionalism,positive,low,UnitManager
918,I can't keep skipping breaks—this is burning me out.,burnout,negative,medium,UnitManager
70,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
1049,I was harassed by a coworker in the break room. worried,harassment,negative,high,HR
1610,Break room microwave is broken again.,other,neutral,low,UnitManager
1524,Rounds were efficient and respectful today. great support,professionalism,positive,low,UnitManager
1554,Parking is chaotic during shift change. resolved,other,positive,low,UnitManager
1339,We can't agree on who handles admissions.,coworker_conflict,negative,medium,UnitManager
227,My paycheck is missing my weekend differential. went smoothly,pay,positive,low,Payroll
39,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
671,New float policy says we can refuse unsafe assignments. appreciate,policies,positive,low,HR
1475,Team handled a tough code with excellent professionalism—kudos. resolved,professionalism,positive,low,UnitManager
678,The PPE reuse rule changed but we haven't seen the updated policy.,policies,neutral,low,HR
373,Panic button didn't work during an incident with a combative visitor. frustrated,safety,negative,high,Safety
1163,No one replied on the group thread about supplies. great support,communication,positive,low,UnitManager
185,Direct deposit didn't hit this morning. resolved,pay,positive,low,Payroll
1545,The vending machines keep eating our money. again,other,negative,low,UnitManager
1665,Policy requires a double-check for insulin dosing.,policies,negative,medium,HR
1236,Charge nurse raised their voice at me during rounds.,supervisor_behavior,positive,low,HR
901,I can't keep skipping breaks—this is burning me out. unpaid,burnout,negative,medium,UnitManager
469,The lift is out of service again and the sign-in sheet is full. again,equipment,negative,medium,UnitManager
250,Direct deposit didn't hit this morning.,pay,neutral,medium,Payroll
1031,A visitor made repeated inappropriate comments to me.,harassment,negative,high,HR
512,The portable monitor battery won't hold a charge. annoyed,equipment,negative,medium,UnitManager
838,Assignments are uneven; my side had all new admissions. won't,patient_load,negative,medium,UnitManager
1113,No one replied on the group thread about supplies.,communication,negative,medium,UnitManager
17,Charge nurse floated again due to lack of coverage. won't,staffing,negative,low,UnitManager
1694,The charting took forever and I had to stay 30 minutes unpaid.,pay,negative,medium,Payroll
267,Overtime rate looks incorrect on this pay period. won't,pay,negative,medium,Payroll
970,I can't keep skipping breaks—this is burning me out. concerned,burnout,negative,medium,UnitManager
912,I'm exhausted and dreading coming in again. worried,burnout,negative,medium,UnitManager
1571,The vending machines keep eating our money. broke,other,negative,low,UnitManager
1531,My badge reader works only on the second try. broken,other,negative,low,UnitManager
870,I had 7 patients on days including two total cares. broken,patient_load,negative,medium,UnitManager
124,I can't swap my Friday even though policy says I can request.,scheduling,positive,low,Scheduling
1434,Comments were made about my background that felt discriminatory.,discrimination,neutral,high,HR
941,I can't keep skipping breaks—this is burning me out. concerned,burnout,negative,medium,UnitManager
1289,There was an argument in the med room that disrupted care. frustrated,coworker_conflict,negative,medium,UnitManager
235,Direct deposit didn't hit this morning. broke,pay,negative,medium,Payroll
1348,A coworker keeps taking my assigned patients without asking. frustrated,coworker_conflict,negative,medium,UnitManager
382,We called a code gray; security took too long to arrive. didn't work,safety,negative,high,Safety
479,The portable monitor battery won't hold a charge. won't,equipment,negative,medium,UnitManager
1383,I'm being treated differently because of my religion. issue,discrimination,negative,high,HR
794,The charting steps doubled after the update; forms feel redundant.,workflow,negative,medium,UnitManager
1659,Barcode scanning adds steps to med pass.,workflow,neutral,low,UnitManager
1416,I believe I received fewer training opportunities due to bias.,discrimination,negative,high,HR
522,The IV pump failed calibration mid-infusion. broke,equipment,negative,medium,UnitManager
919,I can't keep skipping breaks—this is burning me out.,burnout,negative,medium,UnitManager
494,The portable monitor battery won't hold a charge. again,equipment,negative,medium,UnitManager
482,The IV pump failed calibration mid-infusion. problem,equipment,negative,medium,UnitManager
120,My shift was moved without notice on the schedule.,scheduling,neutral,medium,Scheduling
664,The PPE reuse rule changed but we haven't seen the updated policy. broke,policies,negative,medium,HR
953,I can't keep skipping breaks—this is burning me out. late,burnout,negative,medium,UnitManager
586,The LMS module on sepsis screening was actually helpful—thank you. went smoothly,training,positive,low,HR
106,I can't swap my Friday even though policy says I can request.,scheduling,negative,medium,Scheduling
310,Leadership keeps changing the rollout with no explanation. broken,management,negative,medium,HR
32,Overtime requests keep coming because the roster is thin.,staffing,neutral,low,UnitManager
1170,We didn't get the update about the new triage flow.,communication,neutral,low,UnitManager
76,We were short two CNAs on nights and I had to cover extra rooms. appreciate,staffing,positive,low,UnitManager
752,New barcode step adds clicks without improving safety.,workflow,negative,medium,UnitManager
246,My W-2 has an error with my address. again,pay,negative,medium,Payroll
1180,My supervisor dismissed my concerns in front of the team. thank you,supervisor_behavior,positive,low,HR
920,I'm exhausted and dreading coming in again.,burnout,neutral,medium,UnitManager
1016,A visitor made repeated inappropriate comments to me.,harassment,negative,high,HR
1654,Break room fridge needs cleaning again.,other,neutral,low,UnitManager
234,My W-2 has an error with my address. unpaid,pay,negative,medium,Payroll
663,Visitation rules were updated; please provide the latest version.,policies,positive,low,HR
35,New hires keep dropping; staffing remains tight on weekends. missing,staffing,negative,low,UnitManager
1129,No one replied on the group thread about supplies.,communication,neutral,low,UnitManager
186,My W-2 has an error with my address.,pay,neutral,medium,Payroll
610,The LMS module on sepsis screening was actually helpful—thank you. kudos,training,positive,low,HR
1595,Parking is chaotic during shift change.,other,positive,low,UnitManager
536,The IV pump failed calibration mid-infusion. concerned,equipment,negative,medium,UnitManager
1478,Team handled a tough code with excellent professionalism—kudos. pleased,professionalism,positive,low,UnitManager
302,Leadership wants us to double chart temporarily.,management,positive,low,HR
802,New barcode step adds clicks without improving safety.,workflow,neutral,low,UnitManager
1331,There was an argument in the med room that disrupted care.,coworker_conflict,neutral,medium,UnitManager
1247,My supervisor ignored the incident report I filed. worried,supervisor_behavior,negative,medium,HR
1064,I was harassed by a coworker in the break room. concerned,harassment,negative,high,HR
1556,Break room microwave is broken again.,other,neutral,low,UnitManager
1645,The float rule says we can refuse unsafe assignments.,policies,neutral,low,HR
1509,Rounds were efficient and respectful today. appreciate,professionalism,positive,low,UnitManager
1260,My supervisor ignored the incident report I filed.,supervisor_behavior,positive,low,HR
1551,Break room microwave is broken again. improved,other,positive,low,UnitManager
676,New float policy says we can refuse unsafe assignments. great support,policies,positive,low,HR
265,Overtime rate looks incorrect on this pay period.,pay,neutral,medium,Payroll
1537,My badge reader works only on the second try. much better,other,positive,low,UnitManager
863,Assignments are uneven; my side had all new admissions. worried,patient_load,negative,medium,UnitManager
1012,I was harassed by a coworker in the break room. issue,harassment,negative,high,HR
15,We were short two CNAs on nights and I had to cover extra rooms. much better,staffing,positive,low,UnitManager
551,We need refreshers for contrast allergy protocols. much better,training,positive,low,HR
98,I can't swap my Friday even though policy says I can request. can't,scheduling,negative,medium,Scheduling
304,Leadership keeps changing the rollout with no explanation. kudos,management,positive,low,HR
1057,Someone spread rumors and made me feel unsafe at work. can't,harassment,negative,high,HR
1066,A visitor made repeated inappropriate comments to me. missing,harassment,negative,high,HR
1132,Nobody told us the clinic was closing early.,communication,neutral,low,UnitManager
1258,Charge nurse raised their voice at me during rounds.,supervisor_behavior,neutral,medium,HR
219,Direct deposit didn't hit this morning. great support,pay,positive,low,Payroll
903,Morale is low; people are talking about leaving. won't,burnout,negative,medium,UnitManager
431,Panic button didn't work during an incident with a combative visitor. can't,safety,negative,high,Safety
243,Overtime rate looks incorrect on this pay period. kudos,pay,positive,low,Payroll
1615,Parking is chaotic during shift change.,other,neutral,low,UnitManager
428,We called a code gray; security took too long to arrive. missing,safety,negative,high,Safety
1266,We can't agree on who handles admissions.,coworker_conflict,neutral,medium,UnitManager
1337,A coworker keeps taking my assigned patients without asking. again,coworker_conflict,negative,medium,UnitManager
344,Management announced changes during lunch with no Q&A. won't,management,negative,medium,HR
1272,A coworker keeps taking my assigned patients without asking. missing,coworker_conflict,negative,medium,UnitManager
950,Morale is low; people are talking about leaving. missing,burnout,negative,medium,UnitManager
1465,The float nurse showed great teamwork and communication.,professionalism,neutral,low,UnitManager
294,Leadership wants us to double chart temporarily. won't,management,negative,medium,HR
423,Sharps were left unattended in the triage bay. issue,safety,negative,high,Safety
1452,Appreciate the calm leadership during the downtime.,professionalism,neutral,low,UnitManager
836,Census is up and we don't have float support.,patient_load,negative,medium,UnitManager
433,Sharps were left unattended in the triage bay.,safety,negative,high,Safety
992,A visitor made repeated inappropriate comments to me. annoyed,harassment,negative,high,HR
